1	2.4	-0.15776	0.051107
2	2.4	-0.14976	0.043107
3	0	-0.15776	0.051107
4	0	-0.14976	0.043107
5	0	-0.13576	0.043107
6	2.4	-0.13576	0.043107
7	2.4	-0.15776	0.083107
8	0	-0.15776	0.083107
9	2.4	-0.12776	0.051107
10	0	-0.12776	0.051107
11	0	-0.12776	0.074107
12	2.4	-0.12776	0.074107
13	2.4	0.044238	0.043107
14	2.4	0.052238	0.051107
15	0	0.044238	0.043107
16	0	0.052238	0.051107
17	2.4	0.030238	0.043107
18	0	0.030238	0.043107
19	0	0.052238	0.083107
20	2.4	0.052238	0.083107
21	2.4	0.022238	0.051107
22	0	0.022238	0.051107
23	2.4	0.022238	0.074107
24	0	0.022238	0.074107
25	2.4	-0.12376	0.078107
26	0	-0.12376	0.078107
27	0	0.018238	0.078107
28	2.4	0.018238	0.078107
29	0.03	-0.14276	0.043107
30	0.06	-0.14276	0.043107
31	0.09	-0.14276	0.043107
32	0.12	-0.14276	0.043107
33	0.15	-0.14276	0.043107
34	0.18	-0.14276	0.043107
35	0.21	-0.14276	0.043107
36	0.24	-0.14276	0.043107
37	0.27	-0.14276	0.043107
38	0.3	-0.14276	0.043107
39	0.33	-0.14276	0.043107
40	0.36	-0.14276	0.043107
41	0.39	-0.14276	0.043107
42	0.42	-0.14276	0.043107
43	0.45	-0.14276	0.043107
44	0.48	-0.14276	0.043107
45	0.51	-0.14276	0.043107
46	0.54	-0.14276	0.043107
47	0.57	-0.14276	0.043107
48	0.6	-0.14276	0.043107
49	0.63	-0.14276	0.043107
50	0.66	-0.14276	0.043107
51	0.69	-0.14276	0.043107
52	0.72	-0.14276	0.043107
53	0.75	-0.14276	0.043107
54	0.78	-0.14276	0.043107
55	0.81	-0.14276	0.043107
56	0.84	-0.14276	0.043107
57	0.87	-0.14276	0.043107
58	0.9	-0.14276	0.043107
59	0.93	-0.14276	0.043107
60	0.96	-0.14276	0.043107
61	0.99	-0.14276	0.043107
62	1.02	-0.14276	0.043107
63	1.05	-0.14276	0.043107
64	1.08	-0.14276	0.043107
65	1.11	-0.14276	0.043107
66	1.14	-0.14276	0.043107
67	1.17	-0.14276	0.043107
68	1.2	-0.14276	0.043107
69	1.23	-0.14276	0.043107
70	1.26	-0.14276	0.043107
71	1.29	-0.14276	0.043107
72	1.32	-0.14276	0.043107
73	1.35	-0.14276	0.043107
74	1.38	-0.14276	0.043107
75	1.41	-0.14276	0.043107
76	1.44	-0.14276	0.043107
77	1.47	-0.14276	0.043107
78	1.5	-0.14276	0.043107
79	1.53	-0.14276	0.043107
80	1.56	-0.14276	0.043107
81	1.59	-0.14276	0.043107
82	1.62	-0.14276	0.043107
83	1.65	-0.14276	0.043107
84	1.68	-0.14276	0.043107
85	1.71	-0.14276	0.043107
86	1.74	-0.14276	0.043107
87	1.77	-0.14276	0.043107
88	1.8	-0.14276	0.043107
89	1.83	-0.14276	0.043107
90	1.86	-0.14276	0.043107
91	1.89	-0.14276	0.043107
92	1.92	-0.14276	0.043107
93	1.95	-0.14276	0.043107
94	1.98	-0.14276	0.043107
95	2.01	-0.14276	0.043107
96	2.04	-0.14276	0.043107
97	2.07	-0.14276	0.043107
98	2.1	-0.14276	0.043107
99	2.13	-0.14276	0.043107
100	2.16	-0.14276	0.043107
101	2.19	-0.14276	0.043107
102	2.22	-0.14276	0.043107
103	2.25	-0.14276	0.043107
104	2.28	-0.14276	0.043107
105	2.31	-0.14276	0.043107
106	2.34	-0.14276	0.043107
107	2.37	-0.14276	0.043107
108	2.4	-0.14276	0.043107
109	0	-0.14276	0.043107
110	0.03	-0.13576	0.043107
111	0.06	-0.13576	0.043107
112	0.09	-0.13576	0.043107
113	0.12	-0.13576	0.043107
114	0.15	-0.13576	0.043107
115	0.18	-0.13576	0.043107
116	0.21	-0.13576	0.043107
117	0.24	-0.13576	0.043107
118	0.27	-0.13576	0.043107
119	0.3	-0.13576	0.043107
120	0.33	-0.13576	0.043107
121	0.36	-0.13576	0.043107
122	0.39	-0.13576	0.043107
123	0.42	-0.13576	0.043107
124	0.45	-0.13576	0.043107
125	0.48	-0.13576	0.043107
126	0.51	-0.13576	0.043107
127	0.54	-0.13576	0.043107
128	0.57	-0.13576	0.043107
129	0.6	-0.13576	0.043107
130	0.63	-0.13576	0.043107
