34469	34467	34468	34470
34471	34469	34470	34472
34473	34471	34472	34474
34475	34473	34474	34476
34477	34475	34476	34478
34479	34477	34478	34480
34470	34468	34499	34500
34472	34470	34500	34501
34474	34472	34501	34502
34476	34474	34502	34503
34478	34476	34503	34504
34480	34478	34504	34505
34500	34499	34524	34525
34501	34500	34525	34526
34502	34501	34526	34527
34503	34502	34527	34528
34504	34503	34528	34529
34505	34504	34529	34530
34545	34547	34548	34546
34547	34549	34550	34548
34549	34551	34552	34550
34551	34553	34554	34552
34553	34555	34556	34554
34555	34557	34558	34556
34557	34559	34560	34558
34559	34561	34562	34560
34561	34563	34564	34562
34563	34565	34566	34564
34565	34479	34480	34566
34546	34548	34575	34574
34548	34550	34576	34575
34550	34552	34577	34576
34552	34554	34578	34577
34554	34556	34579	34578
34556	34558	34580	34579
34558	34560	34581	34580
34560	34562	34582	34581
34562	34564	34583	34582
34564	34566	34584	34583
34566	34480	34505	34584
34574	34575	34593	34592
34575	34576	34594	34593
34576	34577	34595	34594
34577	34578	34596	34595
34578	34579	34597	34596
34579	34580	34598	34597
34580	34581	34599	34598
34581	34582	34600	34599
34582	34583	34601	34600
34583	34584	34602	34601
34584	34505	34530	34602
39123	39113	34467	34469
39124	39114	39113	39123
39125	39115	39114	39124
39126	39116	39115	39125
39127	39117	39116	39126
39128	39118	39117	39127
39129	39119	39118	39128
39130	39120	39119	39129
39131	39121	39120	39130
39133	39123	34469	34471
39134	39124	39123	39133
39135	39125	39124	39134
39136	39126	39125	39135
39137	39127	39126	39136
39138	39128	39127	39137
39139	39129	39128	39138
39140	39130	39129	39139
39141	39131	39130	39140
39143	39133	34471	34473
39144	39134	39133	39143
39145	39135	39134	39144
39146	39136	39135	39145
39147	39137	39136	39146
39148	39138	39137	39147
39149	39139	39138	39148
39150	39140	39139	39149
39153	39143	34473	34475
39154	39144	39143	39153
39155	39145	39144	39154
39156	39146	39145	39155
39157	39147	39146	39156
39158	39148	39147	39157
39159	39149	39148	39158
39160	39150	39149	39159
39163	39153	34475	34477
39164	39154	39153	39163
39165	39155	39154	39164
39166	39156	39155	39165
39167	39157	39156	39166
39168	39158	39157	39167
39169	39159	39158	39168
39170	39160	39159	39169
39173	39163	34477	34479
39174	39164	39163	39173
39175	39165	39164	39174
39176	39166	39165	39175
39177	39167	39166	39176
39178	39168	39167	39177
39179	39169	39168	39178
39180	39170	39169	39179
40717	40727	34547	34545
40718	40728	40727	40717
40719	40729	40728	40718
40720	40730	40729	40719
40721	40731	40730	40720
40722	40732	40731	40721
40723	40733	40732	40722
40724	40734	40733	40723
40727	40737	34549	34547
40728	40738	40737	40727
40729	40739	40738	40728
40730	40740	40739	40729
40731	40741	40740	40730
40732	40742	40741	40731
40733	40743	40742	40732
40734	40744	40743	40733
40737	40747	34551	34549
40738	40748	40747	40737
40739	40749	40748	40738
40740	40750	40749	40739
40741	40751	40750	40740
40742	40752	40751	40741
40743	40753	40752	40742
40744	40754	40753	40743
40747	40757	34553	34551
40748	40758	40757	40747
40749	40759	40758	40748
40750	40760	40759	40749
40751	40761	40760	40750
40752	40762	40761	40751
40753	40763	40762	40752
40754	40764	40763	40753
40757	40767	34555	34553
40758	40768	40767	40757
40759	40769	40768	40758
40760	40770	40769	40759
40761	40771	40770	40760
40762	40772	40771	40761
40763	40773	40772	40762
40764	40774	40773	40763
40767	40777	34557	34555
40768	40778	40777	40767
40769	40779	40778	40768
40770	40780	40779	40769
40771	40781	40780	40770
40772	40782	40781	40771
40773	40783	40782	40772
40774	40784	40783	40773
40777	40787	34559	34557
40778	40788	40787	40777
40779	40789	40788	40778
40780	40790	40789	40779
40781	40791	40790	40780
40782	40792	40791	40781
40783	40793	40792	40782
40784	40794	40793	40783
40787	40797	34561	34559
40788	40798	40797	40787
40789	40799	40798	40788
40790	40800	40799	40789
40791	40801	40800	40790
40792	40802	40801	40791
40793	40803	40802	40792
40794	40804	40803	40793
40797	40807	34563	34561
40798	40808	40807	40797
40799	40809	40808	40798
40800	40810	40809	40799
40801	40811	40810	40800
40802	40812	40811	40801
40803	40813	40812	40802
40804	40814	40813	40803
40807	40817	34565	34563
40808	40818	40817	40807
40809	40819	40818	40808
40810	40820	40819	40809
40811	40821	40820	40810
40812	40822	40821	40811
40813	40823	40822	40812
40814	40824	40823	40813
40817	39173	34479	34565
40818	39174	39173	40817
40819	39175	39174	40818
40820	39176	39175	40819
40821	39177	39176	40820
40822	39178	39177	40821
40823	39179	39178	40822
40824	39180	39179	40823
47689	47691	47690	47688
47688	47690	31220	31221
34598	34599	47693	47692
34597	34598	47692	47694
47696	47698	47697	47695
47695	47697	31225	31226
47699	47701	47700	47698
47698	47700	47702	47697
47706	47699	47698	47696
47709	47707	47708	47701
34595	34596	47707	47709
47711	47710	31222	31223
47710	47688	31221	31222
47691	47713	47712	47690
47690	47712	31219	31220
47694	47692	47715	47714
47714	47715	47689	47716
47692	47693	47689	47715
47700	47717	47711	47702
47701	47708	47717	47700
47697	47702	31224	31225
47702	47711	31223	31224
34600	34601	47719	47718
47718	47719	47713	47691
47721	47696	47695	47720
47720	47695	31226	31227
47707	47694	47714	47708
47708	47714	47716	47717
34596	34597	47694	47707
34594	34595	47709	47722
47722	47709	47701	47699
34599	34600	47718	47693
47693	47718	47691	47689
47713	47724	47723	47712
47712	47723	31218	31219
47727	47706	47696	47721
47717	47716	47710	47711
47716	47689	47688	47710
34593	34594	47722	47736
47736	47722	47699	47706
34601	34602	47737	47719
47719	47737	47724	47713
34592	34593	47736	47743
47743	47736	47706	47727
47724	47745	47744	47723
47723	47744	31217	31218
47745	47750	47749	47744
47744	47749	31216	31217
34602	34530	47757	47737
47737	47757	47745	47724
34530	34529	47783	47757
47757	47783	47750	47745
47792	47794	47793	47791
47791	47793	31214	31215
47750	47792	47791	47749
47749	47791	31215	31216
47827	47829	47828	47826
47826	47828	31212	31213
34529	34528	47851	47783
47783	47851	47792	47750
47794	47827	47826	47793
47793	47826	31213	31214
47829	47808	47807	47828
47828	47807	31211	31212
34527	34526	47872	47871
47871	47872	47827	47794
34525	34524	47874	47873
47873	47874	47808	47829
34528	34527	47871	47851
47851	47871	47794	47792
34526	34525	47873	47872
47872	47873	47829	47827
