2821	4906	4905	4777	4778	622	621	224	225
2822	4905	4909	4781	4777	622	621	224	225
2823	4951	4950	4822	4823	622	621	224	225
2824	4950	4952	4824	4822	622	621	224	225
2825	4930	4951	4823	4802	622	621	224	225
2826	4909	4974	4846	4781	622	621	224	225
2827	4995	4906	4778	4867	622	621	224	225
2828	4952	4995	4867	4824	622	621	224	225
2829	5034	5033	4905	4906	622	621	224	225
2830	5033	5037	4909	4905	622	621	224	225
2831	5079	5078	4950	4951	622	621	224	225
2832	5078	5080	4952	4950	622	621	224	225
2833	5058	5079	4951	4930	622	621	224	225
2834	5037	5102	4974	4909	622	621	224	225
2835	5123	5034	4906	4995	622	621	224	225
2836	5080	5123	4995	4952	622	621	224	225
2837	4906	4905	4777	4778	623	622	225	226
2838	4905	4909	4781	4777	623	622	225	226
2839	4951	4950	4822	4823	623	622	225	226
2840	4950	4952	4824	4822	623	622	225	226
2841	4930	4951	4823	4802	623	622	225	226
2842	4909	4974	4846	4781	623	622	225	226
2843	4995	4906	4778	4867	623	622	225	226
2844	4952	4995	4867	4824	623	622	225	226
2845	5034	5033	4905	4906	623	622	225	226
2846	5033	5037	4909	4905	623	622	225	226
2847	5079	5078	4950	4951	623	622	225	226
2848	5078	5080	4952	4950	623	622	225	226
2849	5058	5079	4951	4930	623	622	225	226
2850	5037	5102	4974	4909	623	622	225	226
2851	5123	5034	4906	4995	623	622	225	226
2852	5080	5123	4995	4952	623	622	225	226
2853	4906	4905	4777	4778	624	623	226	227
2854	4905	4909	4781	4777	624	623	226	227
2855	4951	4950	4822	4823	624	623	226	227
2856	4950	4952	4824	4822	624	623	226	227
2857	4930	4951	4823	4802	624	623	226	227
2858	4909	4974	4846	4781	624	623	226	227
2859	4995	4906	4778	4867	624	623	226	227
2860	4952	4995	4867	4824	624	623	226	227
2861	5034	5033	4905	4906	624	623	226	227
2862	5033	5037	4909	4905	624	623	226	227
2863	5079	5078	4950	4951	624	623	226	227
2864	5078	5080	4952	4950	624	623	226	227
2865	5058	5079	4951	4930	624	623	226	227
2866	5037	5102	4974	4909	624	623	226	227
2867	5123	5034	4906	4995	624	623	226	227
2868	5080	5123	4995	4952	624	623	226	227
2869	4906	4905	4777	4778	625	624	227	228
2870	4905	4909	4781	4777	625	624	227	228
2871	4951	4950	4822	4823	625	624	227	228
2872	4950	4952	4824	4822	625	624	227	228
2873	4930	4951	4823	4802	625	624	227	228
2874	4909	4974	4846	4781	625	624	227	228
2875	4995	4906	4778	4867	625	624	227	228
2876	4952	4995	4867	4824	625	624	227	228
2877	5034	5033	4905	4906	625	624	227	228
2878	5033	5037	4909	4905	625	624	227	228
2879	5079	5078	4950	4951	625	624	227	228
2880	5078	5080	4952	4950	625	624	227	228
2881	5058	5079	4951	4930	625	624	227	228
2882	5037	5102	4974	4909	625	624	227	228
2883	5123	5034	4906	4995	625	624	227	228
2884	5080	5123	4995	4952	625	624	227	228
2885	4906	4905	4777	4778	626	625	228	229
2886	4905	4909	4781	4777	626	625	228	229
2887	4951	4950	4822	4823	626	625	228	229
2888	4950	4952	4824	4822	626	625	228	229
2889	4930	4951	4823	4802	626	625	228	229
2890	4909	4974	4846	4781	626	625	228	229
2891	4995	4906	4778	4867	626	625	228	229
2892	4952	4995	4867	4824	626	625	228	229
2893	5034	5033	4905	4906	626	625	228	229
2894	5033	5037	4909	4905	626	625	228	229
2895	5079	5078	4950	4951	626	625	228	229
2896	5078	5080	4952	4950	626	625	228	229
2897	5058	5079	4951	4930	626	625	228	229
2898	5037	5102	4974	4909	626	625	228	229
2899	5123	5034	4906	4995	626	625	228	229
2900	5080	5123	4995	4952	626	625	228	229
2901	4906	4905	4777	4778	627	626	229	230
2902	4905	4909	4781	4777	627	626	229	230
2903	4951	4950	4822	4823	627	626	229	230
2904	4950	4952	4824	4822	627	626	229	230
2905	4930	4951	4823	4802	627	626	229	230
2906	4909	4974	4846	4781	627	626	229	230
2907	4995	4906	4778	4867	627	626	229	230
2908	4952	4995	4867	4824	627	626	229	230
2909	5034	5033	4905	4906	627	626	229	230
2910	5033	5037	4909	4905	627	626	229	230
2911	5079	5078	4950	4951	627	626	229	230
2912	5078	5080	4952	4950	627	626	229	230
2913	5058	5079	4951	4930	627	626	229	230
2914	5037	5102	4974	4909	627	626	229	230
2915	5123	5034	4906	4995	627	626	229	230
2916	5080	5123	4995	4952	627	626	229	230
2917	4906	4905	4777	4778	628	627	230	231
2918	4905	4909	4781	4777	628	627	230	231
2919	4951	4950	4822	4823	628	627	230	231
2920	4950	4952	4824	4822	628	627	230	231
2921	4930	4951	4823	4802	628	627	230	231
2922	4909	4974	4846	4781	628	627	230	231
2923	4995	4906	4778	4867	628	627	230	231
2924	4952	4995	4867	4824	628	627	230	231
2925	5034	5033	4905	4906	628	627	230	231
2926	5033	5037	4909	4905	628	627	230	231
2927	5079	5078	4950	4951	628	627	230	231
2928	5078	5080	4952	4950	628	627	230	231
2929	5058	5079	4951	4930	628	627	230	231
2930	5037	5102	4974	4909	628	627	230	231
2931	5123	5034	4906	4995	628	627	230	231
2932	5080	5123	4995	4952	628	627	230	231
2933	4906	4905	4777	4778	629	628	231	232
2934	4905	4909	4781	4777	629	628	231	232
2935	4951	4950	4822	4823	629	628	231	232
2936	4950	4952	4824	4822	629	628	231	232
2937	4930	4951	4823	4802	629	628	231	232
