0.83665	-2.2842	0.47886
0.83875	-2.2806	0.45797
0.85332	-2.2867	0.48528
0.85551	-2.2827	0.46372
0.86305	-2.279	0.49836
0.86518	-2.2747	0.47494
0.84101	-2.2767	0.43542
0.85805	-2.278	0.4389
0.86777	-2.2693	0.4464
0.84325	-2.2726	0.41289
0.86058	-2.2732	0.41412
0.87037	-2.2637	0.41788
0.84549	-2.2684	0.3904
0.86312	-2.2682	0.38937
0.87296	-2.258	0.38939
0.84771	-2.2641	0.36793
0.86565	-2.2631	0.36465
0.87554	-2.2521	0.36094
0.84992	-2.2597	0.3455
0.86819	-2.2579	0.33997
0.87813	-2.2461	0.33253
0.85212	-2.2551	0.32311
0.87073	-2.2525	0.31533
0.8807	-2.2398	0.30416
0.8541	-2.2509	0.30291
0.87284	-2.2479	0.29495
0.88267	-2.2348	0.28251
0.40417	-2.5757	0.25433
0.37887	-2.5803	0.25362
0.40024	-2.5582	0.23441
0.37525	-2.5628	0.23372
0.35352	-2.5846	0.25291
0.35021	-2.5671	0.23302
0.32812	-2.5885	0.2522
0.32513	-2.5711	0.23232
0.30268	-2.5922	0.25149
0.3	-2.5748	0.23162
0.27719	-2.5956	0.25077
0.27483	-2.5783	0.23092
0.25167	-2.5987	0.25006
0.24963	-2.5814	0.23022
0.22612	-2.6015	0.24934
0.22439	-2.5843	0.22952
0.20053	-2.604	0.24863
0.19913	-2.5868	0.22882
0.17491	-2.6062	0.24791
0.17383	-2.5891	0.22812
0.39984	-2.5314	0.23431
0.37486	-2.5358	0.2336
0.34983	-2.5399	0.23289
0.32476	-2.5438	0.23218
0.29965	-2.5474	0.23147
0.2745	-2.5506	0.23076
0.24932	-2.5537	0.23005
0.22411	-2.5564	0.22934
0.19887	-2.5588	0.22862
0.17361	-2.561	0.22791
0.39984	-2.5046	0.23431
0.37485	-2.5088	0.2336
0.34981	-2.5128	0.23289
0.32474	-2.5164	0.23218
0.29963	-2.5198	0.23147
0.27448	-2.523	0.23076
0.2493	-2.5259	0.23005
0.2241	-2.5285	0.22934
0.19886	-2.5308	0.22862
0.17361	-2.5328	0.22791
0.39984	-2.4777	0.23431
0.37484	-2.4818	0.2336
0.3498	-2.4856	0.23289
0.32472	-2.4891	0.23218
0.29961	-2.4923	0.23147
0.27446	-2.4953	0.23076
0.24928	-2.4981	0.23005
0.22408	-2.5005	0.22934
0.19885	-2.5027	0.22862
0.17361	-2.5047	0.22791
0.39984	-2.4509	0.23431
0.37483	-2.4548	0.2336
0.34978	-2.4584	0.23289
0.3247	-2.4617	0.23218
0.29958	-2.4648	0.23147
0.27444	-2.4677	0.23076
0.24926	-2.4703	0.23005
0.22407	-2.4726	0.22934
0.19885	-2.4747	0.22862
0.17361	-2.4765	0.22791
0.39984	-2.4241	0.23431
0.37482	-2.4278	0.2336
0.34977	-2.4312	0.23289
0.32468	-2.4344	0.23218
0.29956	-2.4373	0.23147
0.27442	-2.44	0.23076
0.24925	-2.4425	0.23005
0.22405	-2.4447	0.22933
0.19884	-2.4466	0.22862
0.17361	-2.4483	0.22791
0.14781	-2.6082	0.24791
0.14723	-2.591	0.22811
0.1474	-2.5627	0.22791
0.14775	-2.5345	0.22791
0.14811	-2.5062	0.22791
0.14847	-2.4779	0.22791
0.14883	-2.4496	0.22791
0.12069	-2.6098	0.24791
0.12061	-2.5926	0.2281
0.12117	-2.5642	0.22791
0.12188	-2.5358	0.22791
0.1226	-2.5075	0.22791
0.12332	-2.4791	0.22791
0.12404	-2.4507	0.22791
0.093554	-2.6111	0.24791
0.093972	-2.5938	0.2281
0.094921	-2.5654	0.22791
0.095997	-2.5369	0.22791
0.097075	-2.5085	0.22791
0.098156	-2.48	0.22791
0.09924	-2.4515	0.22791
0.0664	-2.6121	0.24791
0.06732	-2.5948	0.22809
0.068664	-2.5662	0.22791
0.070102	-2.5377	0.22791
0.071542	-2.5092	0.22791
0.072987	-2.4806	0.22791
0.074435	-2.4521	0.22791
0.039236	-2.6128	0.24791
0.040659	-2.5954	0.22808
0.042399	-2.5668	0.22791
0.044199	-2.5382	0.22791
0.046003	-2.5096	0.22791
0.047811	-2.481	0.22791
0.049625	-2.4525	0.22791
0.013079	-2.6131	0.24791
0.014842	-2.5956	0.22807
0.01681	-2.567	0.22791
0.018803	-2.5384	0.22791
0.020801	-2.5098	0.22791
0.022804	-2.4812	0.22791
0.024812	-2.4526	0.22791
5e-15	-2.6131	0.24791
-1.612e-09	-2.5957	0.22807
-1.6204e-10	-2.567	0.22791
-2.5017e-10	-2.5384	0.22791
-3.383e-10	-2.5098	0.22791
-4.2643e-10	-2.4811	0.22791
