0.46742	-2.5296	0.60274
0.46742	-2.526	0.60274
0.46416	-2.5304	0.60138
0.46406	-2.5268	0.60134
0.46742	-2.5188	0.60274
0.46387	-2.5196	0.60126
0.46742	-2.509	0.60274
0.4636	-2.5098	0.60115
0.46742	-2.4991	0.60274
0.46334	-2.5001	0.60104
0.46742	-2.4892	0.60274
0.46307	-2.4903	0.60093
0.46742	-2.4794	0.60274
0.46281	-2.4806	0.60082
0.46742	-2.4695	0.60274
0.46254	-2.4708	0.60071
0.46742	-2.4597	0.60274
0.46228	-2.4611	0.6006
0.46742	-2.4498	0.60274
0.46201	-2.4513	0.60049
0.46742	-2.44	0.60274
0.46175	-2.4416	0.60038
0.46742	-2.4301	0.60274
0.46148	-2.4318	0.60027
0.46742	-2.4203	0.60274
0.46122	-2.4221	0.60016
0.46742	-2.4104	0.60274
0.46095	-2.4124	0.60005
0.46742	-2.4006	0.60274
0.46069	-2.4026	0.59994
0.46742	-2.3907	0.60274
0.46042	-2.3929	0.59983
0.46742	-2.3808	0.60274
0.46016	-2.3831	0.59973
0.46742	-2.371	0.60274
0.45989	-2.3734	0.59962
0.46742	-2.3611	0.60274
0.45963	-2.3637	0.59951
0.46742	-2.3513	0.60274
0.45936	-2.3539	0.5994
0.46742	-2.3414	0.60274
0.4591	-2.3442	0.59929
0.46742	-2.3316	0.60274
0.45883	-2.3345	0.59918
0.45763	-2.5319	0.59869
0.45749	-2.5282	0.59863
0.45722	-2.5211	0.59852
0.45685	-2.5114	0.59837
0.45648	-2.5017	0.59822
0.45611	-2.492	0.59807
0.45574	-2.4823	0.59792
0.45537	-2.4726	0.59777
0.455	-2.4629	0.59762
0.45463	-2.4533	0.59747
0.45426	-2.4436	0.59732
0.4539	-2.4339	0.59717
0.45353	-2.4242	0.59702
0.45316	-2.4146	0.59687
0.45279	-2.4049	0.59672
0.45242	-2.3952	0.59657
0.45205	-2.3856	0.59642
0.45168	-2.3759	0.59627
0.45131	-2.3663	0.59613
0.45094	-2.3566	0.59598
0.45057	-2.3469	0.59583
0.4502	-2.3373	0.59568
0.44868	-2.5339	0.59507
0.44854	-2.5301	0.59502
0.44828	-2.523	0.59491
0.44792	-2.5133	0.59477
0.44757	-2.5037	0.59463
0.44721	-2.494	0.59449
0.44686	-2.4844	0.59434
0.4465	-2.4748	0.5942
0.44615	-2.4651	0.59406
0.44579	-2.4555	0.59392
0.44544	-2.4459	0.59378
0.44508	-2.4362	0.59364
0.44473	-2.4266	0.5935
0.44437	-2.417	0.59336
0.44401	-2.4073	0.59322
0.44366	-2.3977	0.59308
0.4433	-2.3881	0.59294
0.44295	-2.3785	0.5928
0.44259	-2.3689	0.59266
0.44224	-2.3593	0.59252
0.44188	-2.3496	0.59238
0.44153	-2.34	0.59224
0.4397	-2.5359	0.59152
0.43956	-2.532	0.59147
0.43931	-2.5248	0.59137
0.43896	-2.5152	0.59124
0.43862	-2.5056	0.5911
0.43828	-2.496	0.59097
0.43794	-2.4864	0.59084
0.43759	-2.4768	0.5907
0.43725	-2.4672	0.59057
0.43691	-2.4576	0.59044
0.43657	-2.4481	0.59031
0.43622	-2.4385	0.59017
0.43588	-2.4289	0.59004
0.43554	-2.4193	0.58991
0.4352	-2.4097	0.58978
0.43486	-2.4001	0.58965
0.43451	-2.3906	0.58951
0.43417	-2.381	0.58938
0.43383	-2.3714	0.58925
0.43349	-2.3618	0.58912
0.43315	-2.3523	0.58899
0.4328	-2.3427	0.58886
0.43068	-2.5378	0.58805
0.43054	-2.5338	0.58799
0.43029	-2.5267	0.5879
0.42996	-2.5171	0.58777
0.42963	-2.5075	0.58765
0.42931	-2.498	0.58752
0.42898	-2.4884	0.5874
0.42865	-2.4789	0.58727
0.42832	-2.4693	0.58715
0.42799	-2.4598	0.58702
0.42766	-2.4502	0.5869
0.42733	-2.4407	0.58678
0.427	-2.4311	0.58665
0.42667	-2.4216	0.58653
0.42634	-2.412	0.5864
0.42601	-2.4025	0.58628
0.42568	-2.393	0.58615
0.42535	-2.3834	0.58603
0.42502	-2.3739	0.58591
0.42469	-2.3644	0.58578
0.42436	-2.3548	0.58566
0.42403	-2.3453	0.58554
0.42162	-2.5397	0.58464
0.42149	-2.5357	0.58459
0.42125	-2.5284	0.5845
0.42093	-2.5189	0.58438
